0007;testament;FRAN_Poilus_t-0007_01
0007;testament;FRAN_Poilus_t-0007_02
0007;testament;FRAN_Poilus_t-0007_03
0007;testament;FRAN_Poilus_t-0007_04
0007;enveloppe;FRAN_Poilus_t-0007_05
0008;testament;FRAN_Poilus_t-0008_01
0008;testament;FRAN_Poilus_t-0008_02
0008;testament;FRAN_Poilus_t-0008_03
0008;testament;FRAN_Poilus_t-0008_04
0009;testament;FRAN_Poilus_t-0009_01
0009;testament;FRAN_Poilus_t-0009_02
0009;enveloppe;FRAN_Poilus_t-0009_03
0010;testament;FRAN_Poilus_t-0010_01
0011;testament;FRAN_Poilus_t-0011_01
0012;testament;FRAN_Poilus_t-0012_01
0012;testament;FRAN_Poilus_t-0012_02
0013;testament;FRAN_Poilus_t-0013_01
0013;testament;FRAN_Poilus_t-0013_02
0013;testament;FRAN_Poilus_t-0013_03
0014;testament;FRAN_Poilus_t-0014_01
0014;testament;FRAN_Poilus_t-0014_02
0014;testament;FRAN_Poilus_t-0014_03
0015;testament;FRAN_Poilus_t-0015_01
0015;testament;FRAN_Poilus_t-0015_02
0015;testament;FRAN_Poilus_t-0015_03
0015;testament;FRAN_Poilus_t-0015_04
0015;testament;FRAN_Poilus_t-0015_05
0015;testament;FRAN_Poilus_t-0015_06
0015;testament;FRAN_Poilus_t-0015_07
0015;enveloppe;FRAN_Poilus_t-0015_08
0016;testament;FRAN_Poilus_t-0016_01
0017;testament;FRAN_Poilus_t-0017_01
0017;testament;FRAN_Poilus_t-0017_02
0017;testament;FRAN_Poilus_t-0017_03
0018;testament;FRAN_Poilus_t-0018_01
0019;testament;FRAN_Poilus_t-0019_01
0019;enveloppe;FRAN_Poilus_t-0019_02
0020;testament;FRAN_Poilus_t-0020_01
0021;testament;FRAN_Poilus_t-0021_01
0021;enveloppe;FRAN_Poilus_t-0021_02
0022;testament;FRAN_Poilus_t-0022_01
0023;testament;FRAN_Poilus_t-0023_01
0024;testament;FRAN_Poilus_t-0024_01
0025;testament;FRAN_Poilus_t-0025_01
0026;testament;FRAN_Poilus_t-0026_01
0027;testament;FRAN_Poilus_t-0027_01
0028;testament;FRAN_Poilus_t-0028_01
0029;testament;FRAN_Poilus_t-0029_01
0029;testament;FRAN_Poilus_t-0029_02
0029;enveloppe;FRAN_Poilus_t-0029_03
0030;testament;FRAN_Poilus_t-0030_01
0030;testament;FRAN_Poilus_t-0030_02
0031;testament;FRAN_Poilus_t-0031_01
0032;testament;FRAN_Poilus_t-0032_01
0033;testament;FRAN_Poilus_t-0033_01
0034;testament;FRAN_Poilus_t-0034_01
0035;testament;FRAN_Poilus_t-0035_01
0036;testament;FRAN_Poilus_t-0036_01
0037;testament;FRAN_Poilus_t-0037_01
0038;testament;FRAN_Poilus_t-0038_01
0039;testament;FRAN_Poilus_t-0039_01
0039;testament;FRAN_Poilus_t-0039_02
0039;codicille;FRAN_Poilus_t-0039_03
0040;testament;FRAN_Poilus_t-0040_01
0041;testament;FRAN_Poilus_t-0041_01
0042;testament;FRAN_Poilus_t-0042_01
0042;testament;FRAN_Poilus_t-0042_02
0042;testament;FRAN_Poilus_t-0042_03
0043;testament;FRAN_Poilus_t-0043_01
0044;testament;FRAN_Poilus_t-0044_01
0045;testament;FRAN_Poilus_t-0045_01
0045;testament;FRAN_Poilus_t-0045_02
0045;testament;FRAN_Poilus_t-0045_03
0045;testament;FRAN_Poilus_t-0045_04
0046;testament;FRAN_Poilus_t-0046_01
0047;testament;FRAN_Poilus_t-0047_01
0047;enveloppe;FRAN_Poilus_t-0047_02
0048;testament;FRAN_Poilus_t-0048_01
0048;testament;FRAN_Poilus_t-0048_02
0049;testament;FRAN_Poilus_t-0049_01
0050;testament;FRAN_Poilus_t-0050_01
0050;enveloppe;FRAN_Poilus_t-0050_02
0051;testament;FRAN_Poilus_t-0051_01
0051;enveloppe;FRAN_Poilus_t-0051_02
0052;testament;FRAN_Poilus_t-0052_01
0053;testament;FRAN_Poilus_t-0053_01
0054;testament;FRAN_Poilus_t-0054_01
0054;testament;FRAN_Poilus_t-0054_02
0055;testament;FRAN_Poilus_t-0055_01
0056;testament;FRAN_Poilus_t-0056_01
0057;testament;FRAN_Poilus_t-0057_01
0058;testament;FRAN_Poilus_t-0058_01
0059;testament;FRAN_Poilus_t-0059_01
0060;testament;FRAN_Poilus_t-0060_01
0061;testament;FRAN_Poilus_t-0061_01
0062;testament;FRAN_Poilus_t-0062_01
0062;testament;FRAN_Poilus_t-0062_02
0063;testament;FRAN_Poilus_t-0063_01
0064;testament;FRAN_Poilus_t-0064_01
0064;testament;FRAN_Poilus_t-0064_02
0065;testament;FRAN_Poilus_t-0065_01
0066;testament;FRAN_Poilus_t-0066_01
0067;testament;FRAN_Poilus_t-0067_01
0068;testament;FRAN_Poilus_t-0068_01
0068;enveloppe;FRAN_Poilus_t-0068_02
0069;testament;FRAN_Poilus_t-0069_01
0070;testament;FRAN_Poilus_t-0070_01
0070;enveloppe;FRAN_Poilus_t-0070_02
0071;testament;FRAN_Poilus_t-0071_01
0072;testament;FRAN_Poilus_t-0072_01
0073;testament;FRAN_Poilus_t-0073_01
0074;testament;FRAN_Poilus_t-0074_01
0075;testament;FRAN_Poilus_t-0075_01
0076;testament;FRAN_Poilus_t-0076_01
0077;testament;FRAN_Poilus_t-0077_01
0078;testament;FRAN_Poilus_t-0078_01
0079;testament;FRAN_Poilus_t-0079_01
0080;testament;FRAN_Poilus_t-0080_01
0081;testament;FRAN_Poilus_t-0081_01
0082;testament;FRAN_Poilus_t-0082_01
0082;testament;FRAN_Poilus_t-0082_02
0083;testament;FRAN_Poilus_t-0083_01
0084;testament;FRAN_Poilus_t-0084_01
0085;testament;FRAN_Poilus_t-0085_01
0085;testament;FRAN_Poilus_t-0085_02
0085;testament;FRAN_Poilus_t-0085_03
0085;testament;FRAN_Poilus_t-0085_04
0086;testament;FRAN_Poilus_t-0086_01
0087;testament;FRAN_Poilus_t-0087_01
0088;testament;FRAN_Poilus_t-0088_01
0089;testament;FRAN_Poilus_t-0089_01
0090;testament;FRAN_Poilus_t-0090_01
0091;testament;FRAN_Poilus_t-0091_01
0092;testament;FRAN_Poilus_t-0092_01
0093;testament;FRAN_Poilus_t-0093_01
0094;testament;FRAN_Poilus_t-0094_01
0094;testament;FRAN_Poilus_t-0094_02
0094;enveloppe;FRAN_Poilus_t-0094_03
0095;testament;FRAN_Poilus_t-0095_01
0096;testament;FRAN_Poilus_t-0096_01
0096;testament;FRAN_Poilus_t-0096_02
0097;testament;FRAN_Poilus_t-0097_01
0098;testament;FRAN_Poilus_t-0098_01
0099;testament;FRAN_Poilus_t-0099_01
0100;testament;FRAN_Poilus_t-0100_01
0101;testament;FRAN_Poilus_t-0101_01
0102;testament;FRAN_Poilus_t-0102_01
0103;testament;FRAN_Poilus_t-0103_01
0104;testament;FRAN_Poilus_t-0104_01
0105;testament;FRAN_Poilus_t-0105_01
0106;testament;FRAN_Poilus_t-0106_01
0107;testament;FRAN_Poilus_t-0107_01
0107;testament;FRAN_Poilus_t-0107_02
0108;testament;FRAN_Poilus_t-0108_01
0109;testament;FRAN_Poilus_t-0109_01
0110;testament;FRAN_Poilus_t-0110_01
0111;testament;FRAN_Poilus_t-0111_01
